magnetic airpods made nice work well,"
  i purchased these for my 11 year old son. I was wondering how he would do taking these pods in and out of that small case. He has done well with them .  These pods are magnetic and when you open the case and go to put them in the specific spot they go into it sort of grabs them with the magnet ..this has helped him never drop them. we also got the clear case holder cover..its nice to have . great product.
",5.0 out of 5 stars,Buffy 
Verified Authentic! Great!,"
  Great purchase!!! Glad I got to save money with them being on sale. There are the real thing. Mine came fully sealed in plastic wrap and I verified my serial # with Apple right away. Super happy! Just make sure you’re purchasing as “Sold by Amazon” to ensure it’s not coming from a third party seller.
",5.0 out of 5 stars,meem
Good after sync !!,"
  Had some sync issues in the beginning, I was not able to figure out what was happening, but after a quick google search and and good reset of the air pods it started to work. Once it syncs properly with the phone I have had no issues.
",3.0 out of 5 stars,AdventureAddict
LEGIT,"
  Models numbers match up, brand new in the box 100% legit and work great, get up around 120 ft away without something blocking signal hooks up instantly and flawlessly.  I would recommend to anyone who doesn't already have the first model.
",5.0 out of 5 stars,Andrew Bouwens
"Happy Wife, Happy Life","
  Ordered this because my teenage daughter has a pair, my wife has an android and these can be connected to her phone. I even found an app to pop up on her screen when she open the case like on the iphone. My wife loves them. I might get me a pair.
",5.0 out of 5 stars,Yatte
"Good fit, light and good mic and headphone quality","
  Excellent form factor and good fit. The pairing process is oversimplified and pairing those with multiple device is possible. You still have to select the AirPods from the device whenever you want to use them. Automatically detects if you are using a single one or both. The sound quality is good, apparently especially the mic, people said the sound is much better. I have experienced some drops from time to time, it turned out I had too many bluetooth devices connected at the same time. Now, interference problem solved.
",5.0 out of 5 stars,Camille&Lionel
"Quality and price, Ask Siri feature available on this series","
  I recently ordered the Apple air pods to pair with my Apple Watch, after a brief charge and removal from the wireless charger, they immediately paired with my watch and iPhone. The connection set up was relatively easy and required little time, I would definitely recommend these, gave 4 stars primarily because the advertisement post stated the newest generation and they were offered at a great price.  However after contacting an Apple Representative learned they are not, the sound is flawless and satisfying and the fit is remarkable. Updated star review accidentally entered 1 star.
",4.0 out of 5 stars,Ms Fabulous
GREAT WORKS ON ANDROID ALSO,"
  BETTER THAN EXPECTED.... thought I would not use as much but I LOVE these I was using them while on a tractor mowing my lawn and I could barely hear the tractor very easy to use... NOT FOR JUST IPHONE if you have problems with use just YouTube there is plenty of videos to help... SHIPPED EARLY BY A DAY
",5.0 out of 5 stars,Donna sell
Can’t beat them if you have other Apple products,"
  AirPods are great. If you’re a big Apple fan and have an iPhone, MacBook, etc. you’ll never look back once you have these. I find they could definitely be louder on an airplane, but any other time, volume and sound quality are perfectly good. I’ll admit though I’m excited to try the AirPod Pros.
",5.0 out of 5 stars,Mitch
Order new if u want legit ! I love mine ! Well worth the $$,"
  I love having legit AirPods !!! Glad I didn’t have to pay full price at apple !!! They are legit , I ordered the un-used one because I saw some disappointments and others getting ripped off for knock off air pods even the sound quality is great !
",5.0 out of 5 stars,Lisa P.
Volume control still an issue!,"
  I own both versions of the Apple AirPods. The second version also does not allow you to turn the volume up all the way without a damn apple iPhone! If you use there apple nano to play music through there damn AirPods don't expect to be able to turn the volume all the way up, only siri can do that! BS, that they are able to charge so much for such piss poor functionality! No, I will not buy a damn iPhone!
",1.0 out of 5 stars,Craig Miller  
Totally love these,"
  I absolutely love these. Battery life last way longer than expected and just having the habilita to charge them in the same case is a very nice detail. If you are buying Apple you know what you are getting so really there is not much to say.
",5.0 out of 5 stars,Pablo S.
WORTH EVERY PENNY,"
  I never in my life thought I would pay this much money for basically fancy earbuds. They are so much more than I really thought. The sound quality is amazing. Being able to double tap my earbud to alert Siri or go to the next song is so wonderful. Just taking your earbud out will pause your audiobook or song. As far as I can tell, the battery life is decent and being able to charge them in the case is fantabulous. I am a HUGE fan of Airpods now.
",5.0 out of 5 stars,A. Andersen
Fit not universal. Works for some ears but not all,"
  I cannot use these when working out or even something as minor as having a meal.  They seem fall out, so to ensure that I do not have a mishap and lose them, I do not wear them when I am active.
",4.0 out of 5 stars,Benami
Love these Air Pods!,"
  These fit in my ear perfectly.  I love the charging case and I love that they pause the music when I pull one out of my ear, and restart when I put it back.  Awesome!  My husband's ears are larger than mine, so he had to order lightweight rubber inserts so they'd stay in his ears.
",5.0 out of 5 stars,sandra
Seemless Integration,"
  I love how these just work. You really don't have to think about managing anything if you pair it with an iPhone. The only issue I have with these is... I wish it wasn't made from shiny plastic... If it was available in matte colors then I wouldn't be annoyed with how slippery and fingerprinty it gets. Not to mention scratches are way easier to see on shiny plastic. But other than that they are an amazing piece of tech!
",5.0 out of 5 stars,James Chung
You think why should I get these things but yes they really are worth it.,"
  I have these for myself and bought some for my son. I usually just use the speaker or wear my Sony's for music but my headset is bulky and when I am a place like the doc's office these are convenient.  I don't carry a purse anymore so I just hook these to my phone wallet and I have the all the time and the battery life is insane they stay charged for quite a bit of time.
",5.0 out of 5 stars,minieb
"Not bad, but check what you are getting.","
  An obviously used product. Scuffs on the case, and on the Airpods themselves. The box practically opening inside the amazon packaging. I personally have no problems with used Airpods, but at this price point, you might want to double check to make sure yours are new. Sound is great, so is charging and whatnot, but disappointed on a ""Used-like new"" product to be obviously used to this extent. Even the Airpods had someone's name on them.
",4.0 out of 5 stars,E fig
I’d recommend this product,"
  These are a great thing to have. I love that you can say “hey Siri, play _____” and it happens. I use them when I ski so I don’t have to have a wire or use my hands at all. I did buy an adapter for the earpiece so it stays in my ear more securely since they are rather expensive and finding a tiny white headphone in snow would be next to impossible.",5.0 out of 5 stars,Steve
Perfect! No issues with connection or anything!,"
  These are perfect for listening to music, playing games on my PC, going on my phone, and I've had no issues whatsoever with the bluetooth connection. The only times where the connection seems to die is if the airpods are low on battery. Charges quickly, battery drains slowly, exactly the way they were designed to.
",5.0 out of 5 stars,LaCroix
Great gift for special occasions,"
  I bought these as a gift to surprise my wife. She loves them. They were a wonderful gift, easy to connect, and charge fairly quickly. The only problem is she tends to forget to charge the case, but is getting better as she uses them. Best unexpected gift ever!
",5.0 out of 5 stars,Funk Nugget
One size doesn’t fit all Apple!,"
  Not an Apple/PC guy....I just want things to work, whoever makes it, idc.  They sounded fine, but the fit for me while working out wasn’t going to cut it.  Constantly checking to see if they’re still in my ears all the time isn’t ideal.  If they drop in price and come in black, I may get them for office use.
",3.0 out of 5 stars,Matt
Good product of not using in the gym and being active,"
  I bought it for the gym because it’s the only place I’d use it and it was cheaper than the beats pro. If you just want headphones this is great if they can stay in your ear. If you looking for something for gym use i wouldn’t recommend this at all. Fell out my ear 3x and I decided I don’t want them!
",4.0 out of 5 stars,X.Brightly
"Good, not great, sound","
  I finally buckled under peer pressure and bought a pair of Airpods. I love the wireless charging feature and how the airpods magnetically slip into their slots in the case. As for sound quality, it's good, not great. There is no noticeable noise cancelation to speak of but that's not why I bought them.
",4.0 out of 5 stars,R. Mendoza
Awesome,"
  I love my AirPods, I do not leave the house without them. Quality is great and they are so comfortable that I have to check if they’re still in my ear at times. I contemplated on making this purchase for too long, if you have wanted these for awhile and need someone to say “just buy them” do it!
",5.0 out of 5 stars,J Perez
AirPods gone wrong,"
  I purchased the AirPods about four weeks ago and at first grade. But in the last two or so weeks every phone call I have the receiver has complained they can’t hear me. What initially seemed to be a great purchase has now become a costly failed experiment.
",1.0 out of 5 stars,Amazon Customer
Seconds to set up,"
  It literally took a few seconds to set up straight from opening the box! Easy! Started listening to Pandora right away.",5.0 out of 5 stars,Hana Robinson
Apple air pods,"
  Disappointed with supposed longer lasting battery. Don’t buy the extended warranty for Amazon they just referred me to Apple.
",4.0 out of 5 stars,Amazon Customermitxie
Life changing,"
  These are life changing. They stay in your ears pretty much in any situation. Perfect for a workout. The sound quality is good, could be a tad louder. Not sure why the noise cancelling rating came up, they don’t have active noise cancelling.
",5.0 out of 5 stars,Roger
Awesome iPhone accessory!,"
  I was on the fence if I wanted to spend this much money on earphones. They are worth every penny! So glad I got them, they are my second favorite iPhone accessory (behind the Apple Watch). I don’t like silicone earbuds so I’m glad Apple still sells this style.
",5.0 out of 5 stars,DB
Love the ease and sound,"
  I charged them up and popped them in my ear and promptly forgot I was wearing them.  The sound was clear and I was finally able to just walk around the house and not worry about choking myself on the cord.
",5.0 out of 5 stars,Packer Backer
Airpods,"
  I like the convenience and small size.  I do not like that they did not stay in my ears if I was moving about. I bought some EarBuddyz to do the trick but they do not fit in the charging case so need to removed for storing or charging. They can be clipped to a case.🤗 All in all I am happy as all my toys are Apples.
",4.0 out of 5 stars,J. Fischer
NOT A GOOD PRODUCT,"
  For the amount of money you spend why is the battery life so short.  3 hours is not enough time.  The battery life needs to be extended.  Sometimes the sound will go out in one ear.  I expected a lot more but got a lot less.
",3.0 out of 5 stars,Nicky Worthy
Apple,"
  Bought them for my son. They are great . They are actually way louder than I expected. I didn't expect the quality to be as good as it is but was wrong. No problem. I have nothing to complain about . They are great
",5.0 out of 5 stars,Kimberly D Maldonado
I’m happy with these,"
  These are to replace the original pair I lost in Las Vegas... these are better than the original ones
",5.0 out of 5 stars,Drk Jedi
The best if you like this style.,"
  I've never felt comfortable with the ones that goes into my ear canal, and I don't understand why almost all big brands prefer that style, while there are many of us who don't like it. Anyways, if you prefer this style and want a good sound quality, AirPods would satisfy you.
",5.0 out of 5 stars,Abe J
Do not stay connected to iPhone,"
  They sounds okay, but I struggle with them staying connected to my iphone.",1.0 out of 5 stars,Michigan
Best headphones I’ve ever had,"
  I love them. They came brand new (not surprising considering amazon is now an authorized apple seller) they sound great and half the time I forget they are even there little expensive but they are still cheaper then apple.com. I love the double tap feature I set mine so left is previous track and right is next also if you take one out the music automatically pauses and despite what some people think (including me) they connect to anything even if it’s not apple product
",5.0 out of 5 stars,Chuck
These are GREAT!,"
  Love the Airpods!  Very light weight.  Don't hurt my ears and the sound quality is wonderful.  They have some noise cancellation but not much.  I do wish the battery lasted a bit longer.  Definitely get some!!
",5.0 out of 5 stars,T-oops
Airpods on Fleek,"
  I’m in love with the quality. Came clean and nicely packaged everything there. Easy af to connect. Was supposed to get here Monday and came early ! Hella excited.
",5.0 out of 5 stars,QueenSammm
Apple AirPods,"
  Got these item for a second time after I had an accident with my first pair.  Got them fast, good price.  They're super comfortable and they sound great.  Was concerned first time I got them that they might slip out and i'd lose them, but once they're in the ear they don't bounce out.  Very well designed product.
",5.0 out of 5 stars,Al in Florida
Perfect gift!,"
  I gifted it to someone and so far, no complaints from that person. Uses it everyday for music and video chats with me and says it's a good one. Doesn't hurt the ears and the noise cancellation works. Battery life is good since it's fairly new. Sound is awesome, too. Works well even in distance as well.
",5.0 out of 5 stars,▪DeliciouslyDirtyAnne•
Exactly what was described.,"
  I bought the Apple AirPods with wireless charging case.  I saw some reviews that they were not Apple products.  The AirPods I received are Apple and new (not refurbished).  I am very happy with this product.
",5.0 out of 5 stars,BStone
Great and Convenient!,"
  The work great with my Apple products, and battery life is pretty good. It a bit of a PITA having to reconnect them to my Kindle every time, but that may be the Kindle. Other than that all my devices are Apple, and work great with these.
",5.0 out of 5 stars,Jim Thompson
AIRPODS POP OUT OF EARS!,"
  I was so excited to get my first pair of airpods for Christmas.  Unfortunately, once received, I became very frustrated as these AirPods either kept falling out or popping out of my ears. One airbus fell down an elevator shaft and the other popped out onto the street and was run over by a car! Unbelievable! I will tell everyone I know to buy the “pros”, as they have 3 ear plug attachments and are soft compared to the original earbuds purchased.  VERY DISAPPOINTING APPLE; THESE WEREN’T CHEAP!
",1.0 out of 5 stars,Michelle
good,"
  i would give 5 stars but they arent very loud when your using them while working. been using them for a couple monthes , i keep them in all day and can still talk to people with them in. i mainly use for talking hands free.
",4.0 out of 5 stars,Amazon Customer
Nothing can go wrong with them!,"
  I feel like I got a great deal when I bought them and they sound good, even though I moved to Airpods pro but still sometimes I miss them when it comes to change or stop a song with a touch whereas in AirPods pro you have to press a little
",5.0 out of 5 stars,Arpit
Battery could be longer,"
  I’ve wanted the ease of wireless headphones for a while and I finally found them with the AirPods! I have small ears and the apple headphones have been the only ones that fit comfortably. I can wear them all day without discomfort! The sounds quality is excellent. The battery life is decent, but I do wish it was longer. The saving grace is that the case charges them quickly, so it’s easy to keep them at full battery. They also give you a chime as they are nearing the end of their charge. Overall I’m very satisfied with my AirPods!
",5.0 out of 5 stars,Danielle Sanders
worth the price,"
  I bought a cheap pair about 1 year ago.  They were never great.  They dropped from my ear every once in a while, the sound wasn't great.  I got these about a month ago.  Their sound is good (I mostly stream shows so sound isn't my primary focus).  They never fall out of my ears, and the wireless charging means I just pick up the case when I go and they are always ready.
",5.0 out of 5 stars,Tom G
Love my AirPods!,"
  I use these every single day! They have great battery life and the sound quality is great (especially the base). Your iPhone keeps track of the decibels as well, which has been helpful since I tend to have the volume up too high.
",5.0 out of 5 stars,armon
Stopped working after 2 months.,"
  I got these for my daughter. She uses them almost on a daily basis for school. I have them to her for her birthday in March, so she has been using them for two months now. This morning, one stopped working. I’m surprised because I have all Apple products.
",2.0 out of 5 stars,KristinaS71
Brand new in wrapper,"
  I don’t get the negative reviews on here. These were definitely brand new in box with the cellophane wrapper still on. Immediately connected to my iPhone XS as soon as I took a pod out of the case. As far as Bluetooth headphones go, these are good. They might not be some fancy over the ear studio headphones, but what more do you expect from a earbud? 5 stars.
",5.0 out of 5 stars,Danny
Not worth the money,"
  Got these for meetings and to stream late at night. They are hard to connect (forget going between devices), I have to shut off Bluetooth, then turn it on, then try to connect a bunch of times, once connected they are cool. But then connect/disconnect at random. During meetings they connect/disconnect all the time when someone else speaks they turn off. Big pain. Gave up on them and bought headphones instead. Nice idea. Waste of money.
",2.0 out of 5 stars,RAS
Used and refurbished 🤮,"
  I could not get the apple insurance plan through apple because they looked up the serial number and said they were refurbished and used. Gross! The listing does not say refurbished!! Then it was too late to return them to Amazon.
",2.0 out of 5 stars,2 under 1
"Replaced my original AirPods because I lost them, but these are better","
  Okay as you can see by the 'headline' I lost my original AirPods. These are better all around. Got them this morning and put them on charge for about an hour, opened the case and was asked ""Connect""? That's it, done. These connect much faster than the original and sound, of course, is excellent.
",5.0 out of 5 stars,Vincent
Wrothy its price!!amazing!!,"
  I had Airpods 1 but it had been stolen. At first, I felt nothing different because I'm not heavily addicted to music. However, I found the mega difference after I use other brand TWS earphones! So I back to Airpods 2!!",5.0 out of 5 stars,Targaryen
Love to travel with these,"
  These make the music sound so clear the quality is terrific and the battery life has been great
",5.0 out of 5 stars,Rebecca Greenough
Better than airpods 1 & pro model for sure,"
  Much better than first generation & pro model of AirPods , faster connection , longer battery life ,better sound & loader volume than airpods pro",5.0 out of 5 stars,Mike Mojalal
Who the F is Rodney?,"
  Is this acceptable? For my airpods  I mean as they show up on my phone as  Rodney’s iPods to be out the packaging? Literally the only thing in the box was the charger. That’s ridiculous!?
",1.0 out of 5 stars,Navarro
13/10 Highly Recommend,"
  Game changer. Same quality as the corded variety that comes with the iPhone, but sans wires. Connecting is super easy and the connection is rock solid - no in and out like a lot of other Bluetooth headphones.",5.0 out of 5 stars,Kevin8503
Buy from Apple,"
  These are great, when they work.  I have to reset and re-pair mine frequently because the left airpod ceases charging.  I don't know why re-pairing is required just for it to charge but it is.  I recommend buying these directly from Apple, at a store, or at least adding Apple Care if buying via Amazon.  They worked great for the first couple months (bought it September 2019) but the last couple weeks I have to constantly re-pair.
",3.0 out of 5 stars,Aaron
Right Pod Died After Four Months,"
  The Right Pod just started to lose volume, and then was almost completely dead. I'm chatting with Apple now to get a replacement, and I feel like I'm giving a Congressional deposition. Hopefully, I can get a replacement shortly.
",2.0 out of 5 stars,George Fordes
Amazing!,"
  I love mine I alway forget to charge them or even sometimes I forget to put them back in the case and they are still charged depending how long I leave them out",5.0 out of 5 stars,Brianna hazlewood
the right airpod stopped working after my return policy was gone.,"
  My air pod were working great until one day i noticed that if i put the left one in first the right would not connect. I would have to put them back in their case and then put the right one in first.  That was not a big deal until the right air pod stopped charging. I had the case plugged in and the air pods inside all night only to wake up with the right one being at 2% when everything else was 100. To make matters worse I am no longer allowed to return this faulty product.
",1.0 out of 5 stars,Kate Nelson
Worth the $,"
  So much more convenient than getting wrapped in a headphone cord while my phones in my pocket. Some noises come thru super loud to the ppl I’m talking to tho. Sounds great to me tho 😂
",5.0 out of 5 stars,Lis G
"Amazing product, the best","
  They feel very comfortable I can spend all day using them without any problem, about noise cancellation, if the volume is almost at maximum you practically do not hear any external noise Battery, less than one hour of charging is enough for about 6 or 7 continuous hours playing music.. Simply awesome, without any Doubt, But if you’re looking for better sound quality, Sony’s still better.
",5.0 out of 5 stars,Alejandro
I’m really happy with the gen 2 and the wireless charging case is cool too.,"
  Everything that the the gen 1 did plus more, sound quality is a bit better, and I still love them. They fit my ears perfectly so no complaints there, and they were from Amazon and seem they are a real apple product to me.😊
",5.0 out of 5 stars,Sam S
Good buy overall,"
  Although I hate the marketing strategy of removing the headphone jack to push the AirPods sales, my stepson does love his AirPods. Amazingly enough, he hasn't lost them yet either. Maybe the two things are correlated.
",5.0 out of 5 stars,Josh Jones
Great for blocking out chatty coworkers,"
  I used to clown on my coworkers that had these, but I get it now. If you don’t find the stock headphones comfortable, then don’t even bother with these. If you’re someone who likes to have one earbud in to drown out inane work conversations, then these are for you.
",5.0 out of 5 stars,@sopolysyllabic
Slips out of my ears,"
  Problem is the fit. Without other devices to make them stay in your ears, they easily slips out. Hassle to put on and off silicone bras as with bras they won’t fit in charger. Battery lasts 5 hours. Not for long distance hiking or listening to books beyond 5 hours.
",4.0 out of 5 stars,A. K. Cox
Worth the money..no more cords..and the Siri feature is an added bonus,"
  glows:",5.0 out of 5 stars,Benito Frias
Nice product overall,"
  Bought these for my wife a few months back and she loves them. She has no complains about them. They fit good in her ear and sound great. Battery life is decent, she gets plenty of usage out of them before having to recharge the case.
",5.0 out of 5 stars,armymanryno
It’s an expensive life being a sheep buying second rate hardware so you can stay on the farm.,"
  Once again I’ve been fooled in the hopes that Apple would actually create a quality leading edge piece of hardware, it’s just a shiny thing that the sheep will love, so if you’re a sheep you’ll be buying a pair if you’re not there is better on the market for less
",2.0 out of 5 stars,Just a working man
Great buy,"
  Love love so much. Real Apple AirPods. I was nervous because some people said they got fake ones but mine are 100% real deal Apple. The battery life is great haven’t charged mine in 4 days. Get them while you can.
",5.0 out of 5 stars,Imany
So if you’re looking for AirPods gen 2 why not go for it,"
  To me they’re loud so it’s not bad on volume I do like the fact the they are so convenient charge up quick and can stay in my ears so not much of a problem with them falling out But with a Lot of movement they can fall out sound quality is good not the best this just my honest opinion and by the way my airpods 2 came in brand new like fresh out the apple store
",4.0 out of 5 stars,Eric
Buy legit and verified,"
  These check out to be legit via serial number. But the battery life is a joke, I have other real  AirPods gen 2 that’s actually have the claimed battery life. Idk there’s seem and look legit but I’m returning.
",2.0 out of 5 stars,Charles Bax
Mi mejor inversión en el 2019,"
  Lo mejor que pude haber comprando en todo el año!! Por mí estilo de vida y trabajo siempre me vi necesitada de unos audífonos y desde hace meses se me estaba resultando muy incomodos los audífonos tradicionales de cableados. Visualize esta opción y fue lo mejor que hice. Ya no tengo esa preocupación de que los audífonos se me enreda en la cartera o con hasta con los aretes. Estos son súper cómodos, aveces ni recuerdo tenerlos puestos, el sonido es impresionante. En medio de una fiesta te lo puedes poner y literalmente no escuchas ningún ruido de afuera. No regrets!!
",5.0 out of 5 stars,Kindle Customer
"Overall good product, makes my ears ring...","
  Once you get used to ensuring you keep them charged battery life is good.  Since I started using them my ears are ringing - especially if I use them heavily for work during the day...  Over the weekend ringing goes away and starts again when I use them on Monday...  I will have to stop using and get something else to avoid annoying ringing and hearing damage.
",3.0 out of 5 stars,Kindle Customer
These are by far the BEST headphones EVER!,"
  I kept putting off buying these AirPods but I will tell you they are one of the best purchases I have made...they absolutely are better than I had anticipated.  I cannot say enough good about them.  I LOVE them.  If you can afford these by all means purchase them.  :)
",5.0 out of 5 stars,Cynthia Dipalma
Excellent Earbuds,"
  These Apple AirPods were on my son-in-law's Christmas wish list.  A few days after Christmas he texted me:  ""Loving my new ear pods...thank you for the generous gift.""  What can be better than that?
",5.0 out of 5 stars,Carol Buchser
Good product,"
  Works great, I definitely like them except I can only wear them for short periods of time because my ears start to hurt. This is normal for me, most ear bunds hurt my ears.
",5.0 out of 5 stars,KJ
Great headphones.,"
  I love the AirPods. They do everything I thought they would. I was skeptical because fakes are getting better, but these are real. I wish people would stop saying they are noise cancelling because they aren’t. Another person complained the battery only lasts 5 hours. Well that’s how long Apple says they last. Then you have to charge them in the case. So many dumb people writing reviews.
",5.0 out of 5 stars,Chris Hamilton
I actually think these things are life-changing,"
  The best set of ear buds I have ever had. Brilliantly simple set up and operation. I can be anywhere in my house and uses with my phone just left in the kitchen. Great battery life. Great sound. Their pairing and operation  really do seem to be almost magical .
",5.0 out of 5 stars,Aviator
Great for on the go!,"
  Use these for taking hands free and listening to music or audio books while working out. Great charge and hold it for days almost a week of everyday use! Would highly recommend this!
",5.0 out of 5 stars,Tmac24
Gross yellow residue inside earbuds,"
  Cannot believe these earbuds came dirty! I knew it was refurbished but thought for sure would be professionally cleaned. Will never ever by anything that goes in my ear second hand again. So gross.
",1.0 out of 5 stars,y moor
Not a gym headphone,"
  The sound quality is awesome, but they are constantly falling out of my ear! They are definitely not for working out at all. Not even just a brisk walk. Not practical for my lifestyle.
",3.0 out of 5 stars,JMBentl18
You can’t track a earbud if it’s lost in a case somewhere,"
  I liked the product however I lost my right earbud and case.  I liked using it for talking on the phone and FaceTime, I just dislike that I can easily misplace it and  and I  couldn’t track my right earbud from the find my iPhone app because the right earbud was in the case. I wish I can just return my left earbud
",1.0 out of 5 stars,lena
They never worked...,"
  Have tried everything - watching online tutorials, having other people look at them...was never able to get them connected to any Apple product (tried numerous iPhones, computers, iPads, etc.). Will see if i can talk to Apple to see if they can help...
",1.0 out of 5 stars,er
AirPods are the only ones to get!,"
  I love the totally wireless function and instant sync with my phone or computer.  These are smaller and more comfortable than any I have tried. Wireless charging works great.  Most comfortable of any I tried using while lying on  pillow.  Sound quality as good as any I have used.  I love these so much, I tossed the PowerBeats3, Bose MIE2i, and 4 other Bluetooth ear buds I had!
",5.0 out of 5 stars,Richard R.
Just bought another pair for my son!,"
  I have had these for over a year now.  Love them.  The work well and everyone I talk to that has ""knock off"" earbuds are all unhappy.  These have never failed and I have never ran out of juice!  Don't settle for cheap imitations.  Get these! You won't regret it!
",5.0 out of 5 stars,The Lions Den
FAKE - DON'T BUY,"
  I received this product as is Standard from Amazon Prime. However, upon arrival the ""apple box"" was open and unwrapped. As if it had been tampered with. As I openned it i realized there was no Apple Logo on the products what so ever.
",1.0 out of 5 stars,Jonathan Manrique
Not identified as used at purchase. Complete with ear wax!!,"
  There Air Pods were not identified as used at purchase, and were delivered with the box open, no seal anywhere. My daughter discovered, on her BIRTHDAY that they came up on her Bluetooth as “Clark’s Air Pods”, obviously not her name, and also came complete with someone’s EARWAX on one of the Pods. If you want to ruin your daughters Birthday, this is how you do it! Well done, Amazon. Zero Stars for this purchase. ZERO. The only reason for the 1 star is that they will not allow a review with zero stars. Pathetic
",1.0 out of 5 stars,Jerry
Trade Pods,"
  I only gave you 4 stars because my son has trouble inserting the pod in one ear; is not your fault .. years ago he had surgery in that ear and I guess the scars prevent the pod from settling in. He tells me that the AirPod Pro (because of the design) would work. I know the time has passed, but is there a possibility that we can make a trade? We would pay the difference in price....",4.0 out of 5 stars,Albert Menendez
LOVE!,"
  Great sound quality.  Comfortable.  Comes with charging cable.  I love the charging case!  Air pods charge quickly once in the charging case.  I highly recommend!!!
",5.0 out of 5 stars,Araceli Naranjo
Latest Buds,"
  Love the buds. Still have a problem with the ease of which they slip out but I buy silicone ear grips for that. These are not for noise cancellation. The music sounds good but you will need to crank the volume but the ease of pairing with your iPhone, changing controls, and the wireless charging are great.
",5.0 out of 5 stars,Robert S.
Apple Airpods with Wireless Charging Case,"
  Purchased for my spouse as a birthday present and she loves them. Bettery life is good so far and she says that they are clear and works better than she had hoped.
",5.0 out of 5 stars,Jiggy955
Pretty good,"
  These are pretty legit. I’ve tried a bunch of different brands an I had to return all of them but these I think will last! Easy connection and charging. Descent sound quality. I like them
",5.0 out of 5 stars,kelley raychel lane
Easy To Use,"
  I bought these for my husband for Christmas and he absolutely loves them! They are simple to connect to the iPhone and are super user-friendly. He has used many sets of earbuds over the years but these are by far his favorite. Well worth the investment.
",5.0 out of 5 stars,Ashley Greeson
"Good sound, but caused skin irritation.","
  The sound was good, but the person receiving this was allergic and/or it chafed and caused irritation to the skin. She could not keep them and returned them. Too bad because it seems to be a good product.
",3.0 out of 5 stars,Den
"excelent product, work excelent with my iPhone and Macbook Pro.","
  My old airpods 1 have a problem  and I buy this Airpods 2  to replace this. excelent and original Apple Product. I recommend them. This fit excelent for my ears.
",5.0 out of 5 stars,Erik Calvo Salazar
Works great,"
  Hadn’t used earphones much in the past. The cords always seemed confining. The AirPods are comfortable and not confining at all. Sound is very good. I would definitely recommend.
",5.0 out of 5 stars,Sandy H
Second Pair!,"
  I have V1 and now have V2... I use them with silicon ear inserts to keep them in while cycling. Enjoy them in that I am able to listen to music and hear ambient noise while exercising.
",5.0 out of 5 stars,DEEVCO
Works well,"
  Awesome ear pods, my girlfriend likes them alot. She wanted to talk to me hassle free when her hands were busy and these did the trick. Long battery life, cant beat that incredible wireless case. Definitely worth it! Amazon Customer service is also great! Kudos
",5.0 out of 5 stars,Suane B.
Apple never disappoints!,"
  Love the small but powerful case, the ability to use the power in the case to extend my hours of use, and the ability to use the newer charging pads.  Plus the pods are comfortable in my ear and I have never had one fall out, even when doing yard work!
",5.0 out of 5 stars,YRH2000
Great product,"
  Great product I use them all the time.  I never have my phone on me when working around the house.  This way I can vacuum  and hear my phone and never stop.  they have great sound and fit nicely in my ear
",5.0 out of 5 stars,Amazon Customer
No more cords!,"
  A must have for any iPhone user! Great noise cancellation and sound is incredible. The wireless charging is wonderful and I love wearing these when running! No more cords
",5.0 out of 5 stars,iamsamsam
They have been Used,"
  I received these today. First of all the package wasn’t sealed like apple products seal their packages. Secondly when I took them out of the box the charging case was scratched all over. When I opened the charging case their was dirt all inside the case and the AirPods were dirty. When I connected them they came up as an individual’s name. I am extremely disappointed. Buyer beware. I am sending them back.
",1.0 out of 5 stars,Brooke Amey
Best hands free device I’ve ever had!,"
  Light weight, clear and wonderful sound! I’ve had several different styles and brands and these have far exceeded every one in quality durability, sound battery life and clarity!
",5.0 out of 5 stars,Joe S.
First experience and impressions,"
  Great, clear sound. Noise cancellation, moderate because some voices talk louder than others when right next to me. Battery life, awesome I can go days without changing. Plus, they fit perfectly in my ears. I love how the AirPods magnet to the case ,so lightly when placing and taking out.
",5.0 out of 5 stars,Princess Xena XOXO
No noise cancelling,"
  Expensive product. Not friendly to Android user.
",5.0 out of 5 stars,Jinghai
1st purchased the $35 ones,"
  What a goof, I purchased the cheaper ones for my misses, that didn't go so well. So, got these to get out of the doghouse, and struck a home run.",5.0 out of 5 stars,Sam
Amazing but be careful if ur clumsy or forget things often,"
  The AirPods is amazing and love using them, but the first day I purchased it, my puppy chewed on the case and damaged the case. It looks kinda ugly with the bite marks. It has also been dropped and has scratches. In a nutshell, BUY A CASE, these AirPods get smashed easily, especially the box!
",5.0 out of 5 stars,Ben Siso (Rocky)
I love it!,"
  I was worried they would fall off, but they never did.  There's a location tracker on it so I can always find it with my iPhone!  The sound quality is great and I always forget I have them on because they are light and comfortable!  The noise cancellation is not as good as the Pro version, but I didn't buy them for that purpose so it's fine with me.
",5.0 out of 5 stars,Morakotkarn
Sounds great except it kept failing out,"
  Overall, great product.  Read all the other reviews and it seems that it fits perfectly for 50% (approximately) of the users who uses it to workout but not for the other 50%.  Unfortunately, I belong the other 50% that they don’t fit well in my ears.  The left one kept falling out of my ear (the right fells like it was about to but did not) when I use it for running and I have to return it, although my daughter loves them.  I end up buying the Powerbeats Pro and they fits perfectly without any other adjustments once I put them in my ears.
",5.0 out of 5 stars,Trigan Janus
